Gene,Target_ChEMBL_ID,Target_Name,Molecule_ChEMBL_ID,Drug_Name,SMILES,pChEMBL,Assay_Type,Max_Phase,First_Approval,Source
TNF,CHEMBL1825,Tumor necrosis factor,CHEMBL104991,,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cn1,7.72,EC50,,,ChEMBL_API
ULK1,CHEMBL6006,Serine/threonine-protein kinase ULK1,CHEMBL4125718,,CC(C)CN(CC(=O)N1CCN(CC(OCc2ccc3ccccc3c2)c2ccc(Cl)cc2Cl)CC1)CC(C)C,7.72,EC50,,,ChEMBL_API
ULK1,CHEMBL6006,Serine/threonine-protein kinase ULK1,CHEMBL4800057,,FC(F)(F)c1cnc(Nc2ccc3ncoc3c2)nc1NC1CC1,7.72,IC50,,,ChEMBL_API
ULK1,CHEMBL6006,Serine/threonine-protein kinase ULK1,CHEMBL4789210,,Nc1ccc(Nc2ncc(C(F)(F)F)c(NC3CC3)n2)cc1,7.70,IC50,,,ChEMBL_API
TNF,CHEMBL1825,Tumor necrosis factor,CHEMBL143134,,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCc3ccncc3)c3ccccc23)cc1,7.70,EC50,,,ChEMBL_API
ULK1,CHEMBL6006,Serine/threonine-protein kinase ULK1,CHEMBL4748802,,FC(F)(F)c1cnc(Nc2ccc3c(c2)OCO3)nc1NC1CC1,7.68,IC50,,,ChEMBL_API
IL6,CHEMBL1795129,Interleukin-6,CHEMBL5778189,,CCCCOc1nc(N)c2nc(O)n(Cc3ccc(Oc4cccc(CNC5CCOCC5)n4)cc3)c2n1,7.68,EC50,,,ChEMBL_API
iNOS,CHEMBL4481,"Nitric oxide synthase, inducible",CHEMBL555794,,Br.Br.CSCC(=N)Nc1cccc(CN)c1,7.68,Ki,,,ChEMBL_API
NLRP3,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",CHEMBL4647621,,N#CN=S(=O)(NC(=O)Nc1c2c(cc3c1CCC3)CCC2)c1ccccc1,7.68,IC50,,,ChEMBL_API
IL6,CHEMBL1795129,Interleukin-6,CHEMBL5813554,,CCCCOc1nc(N)c2nc(O)n(Cc3ccc(Oc4ccc(CN5CCN(C)CC5)nc4)nc3)c2n1,7.68,EC50,,,ChEMBL_API
MTOR,CHEMBL2842,Serine/threonine-protein kinase mTOR,CHEMBL564099,,CNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(C)CC4)c3n2)cc1,7.66,IC50,,,ChEMBL_API
NLRP3,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",CHEMBL4649141,,N#CN=S(=O)(NC(=O)Nc1c2c(cc3c1CCC3)CCC2)c1ccccn1,7.64,IC50,,,ChEMBL_API
ULK1,CHEMBL6006,Serine/threonine-protein kinase ULK1,CHEMBL535,SUNITINIB,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,7.64,Kd,4.0,2006.0,ChEMBL_API
IL6,CHEMBL1795129,Interleukin-6,CHEMBL3358954,BI 653048,CCS(=O)(=O)c1cc2cc(C[C@](O)(CC(C)(C)c3ccc(F)cc3C(N)=O)C(F)(F)F)[nH]c2cn1,7.64,IC50,1.0,,ChEMBL_API
ULK1,CHEMBL6006,Serine/threonine-protein kinase ULK1,CHEMBL4754535,,FC(F)(F)c1cnc(Nc2ccc3[nH]ccc3c2)nc1NC1CC1,7.64,IC50,,,ChEMBL_API
IL6,CHEMBL1795129,Interleukin-6,CHEMBL5960544,,CCCCOc1nc(N)c2nc(O)n(Cc3ccc(Nc4ccc(CNCC(C)C)cc4)nc3)c2n1,7.62,EC50,,,ChEMBL_API
ULK1,CHEMBL6006,Serine/threonine-protein kinase ULK1,CHEMBL4204256,,O=C(Nc1cc(F)ccc1F)[C@H](NC(=S)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1ccccc1,7.62,EC50,,,ChEMBL_API
ULK1,CHEMBL6006,Serine/threonine-protein kinase ULK1,CHEMBL4159827,,N[C@@H]1CCC[C@@H](C(=O)Nc2ccc3[nH]nc(Nc4cccc5ccccc45)c3c2)C1,7.62,IC50,,,ChEMBL_API
IL6,CHEMBL1795129,Interleukin-6,CHEMBL5788562,,CCCCOc1nc(N)c2nc(O)n(Cc3ccc(Oc4ccc(CNCCOC)cc4)c(F)c3)c2n1,7.62,EC50,,,ChEMBL_API
TNF,CHEMBL1825,Tumor necrosis factor,CHEMBL1713298,,O=C(Nc1ccc(OC(F)(F)F)cc1)c1ccc(CN2CCc3ccccc3C2)cc1,7.61,IC50,,,ChEMBL_API
IL6,CHEMBL1795129,Interleukin-6,CHEMBL5831527,,CCCCOc1nc(N)c2nc(O)n(Cc3ccc(Oc4ccc(CNCc5ccccc5)cc4)cc3)c2n1,7.61,EC50,,,ChEMBL_API
IL6,CHEMBL1795129,Interleukin-6,CHEMBL6049946,,CCCCOc1nc(N)c2nc(O)n(Cc3ccc(Oc4ccc(CNC5CCC5)nc4)nc3)c2n1,7.60,EC50,,,ChEMBL_API
IL6,CHEMBL1795129,Interleukin-6,CHEMBL5757520,,CCCCOc1nc(N)c2nc(O)n(Cc3ccc(Oc4ccc(CNCC(C)C)cc4)c(F)c3)c2n1,7.58,EC50,,,ChEMBL_API
iNOS,CHEMBL4481,"Nitric oxide synthase, inducible",CHEMBL113438,,CCCC1CCCCC/C(N)=N\1,7.58,IC50,,,ChEMBL_API
iNOS,CHEMBL4481,"Nitric oxide synthase, inducible",CHEMBL367556,,N#Cc1ccc(C(=O)N2CCC3(CC2)N=C(N)c2c(F)cccc2N3)cc1,7.57,IC50,,,ChEMBL_API
Hepcidin,CHEMBL3989381,Hepcidin,CHEMBL5199417,,C[C@@H]1CN(c2ccc(-c3n[nH]c4cnc(N5[C@H](C)CN(C(=O)N6CCCC6)C[C@@H]5C)nc34)cn2)CCN1,7.55,IC50,,,ChEMBL_API
IL6,CHEMBL1795129,Interleukin-6,CHEMBL5747710,,CCCCOc1nc(N)c2nc(O)n(Cc3ccc(Oc4ccc(CNCC(C)C)nc4)nc3)c2n1,7.55,EC50,,,ChEMBL_API
IL6,CHEMBL1795129,Interleukin-6,CHEMBL5986883,,CCCCOc1nc(N)c2nc(O)n(Cc3ccc(Oc4cccc(CNCCCOC)n4)cc3)c2n1,7.55,EC50,,,ChEMBL_API
ULK1,CHEMBL6006,Serine/threonine-protein kinase ULK1,CHEMBL4289017,PF-03814735,CC(=O)NCC(=O)N1[C@@H]2CC[C@H]1c1ccc(Nc3ncc(C(F)(F)F)c(NC4CCC4)n3)cc12,7.55,Kd,1.0,,ChEMBL_API
iNOS,CHEMBL4481,"Nitric oxide synthase, inducible",CHEMBL294609,,Cc1cc(N)nc(CC(C)C)c1,7.55,IC50,,,ChEMBL_API
ULK1,CHEMBL6006,Serine/threonine-protein kinase ULK1,CHEMBL4468020,,O=C(CC(F)(F)F)N1CCN(Cc2ccnc(Nc3nc4ccc(-c5cnn(CC6CC6)c5)cc4[nH]3)c2)CC1,7.55,IC50,,,ChEMBL_API
IL6,CHEMBL1795129,Interleukin-6,CHEMBL6040035,,CCCCOc1nc(N)c2nc(O)n(Cc3ccc(Oc4ccc(CNCCO)cc4)c(F)c3)c2n1,7.54,EC50,,,ChEMBL_API
ULK1,CHEMBL6006,Serine/threonine-protein kinase ULK1,CHEMBL4776497,,FC(F)(F)c1cnc(Nc2cnc3[nH]ccc3c2)nc1NC1CC1,7.54,IC50,,,ChEMBL_API
IL6,CHEMBL1795129,Interleukin-6,CHEMBL5772844,,CCCCOc1nc(N)c2nc(O)n(Cc3ccc(Oc4ccc(CNC)cc4)nc3)c2n1,7.53,EC50,,,ChEMBL_API
NLRP3,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",CHEMBL4790034,,CCOC(=O)[C@@H](Cc1cnccn1)NC(=O)Nc1c2c(cc3c1CCC3)CCC2,7.52,IC50,,,ChEMBL_API
ULK1,CHEMBL6006,Serine/threonine-protein kinase ULK1,CHEMBL4786152,,O=C(C1CC1)N(C(=O)C1CC1)c1ccc(Nc2ncc(C(F)(F)F)c(NC3CC3)n2)cc1,7.52,IC50,,,ChEMBL_API
NLRP3,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",CHEMBL4750616,,CC(C)(O)c1coc(S(=O)(=O)[N-]C(=O)Nc2c3c(cc4c2CCC4)CCC3)c1.[Na+],7.52,IC50,,,ChEMBL_API
ULK1,CHEMBL6006,Serine/threonine-protein kinase ULK1,CHEMBL4750700,,CCN1CCOc2cc(Nc3ncc(C(F)(F)F)c(NC4CC4)n3)cnc21,7.51,IC50,,,ChEMBL_API
IL6,CHEMBL1795129,Interleukin-6,CHEMBL5817643,,CCCCOc1nc(N)c2nc(O)n(Cc3ccc(Oc4ccc(CNCC(F)F)cc4)nc3)c2n1,7.51,EC50,,,ChEMBL_API
IL6,CHEMBL1795129,Interleukin-6,CHEMBL6034855,,COc1cc(OC[C@H](C)O)ccc1-c1ccc2c(c1COc1cc(F)ccc1C)N(C)C(=O)C(C)(C)N2,7.48,IC50,,,ChEMBL_API
NLRP3,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",CHEMBL4752523,,O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)/C=C/c1nccs1,7.48,IC50,,,ChEMBL_API
NLRP3,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",CHEMBL4643205,,N#CN=S(=O)(NC(=O)Nc1c2c(cc3c1CCC3)CCC2)c1ccc(C#N)cc1,7.47,IC50,,,ChEMBL_API
ULK1,CHEMBL6006,Serine/threonine-protein kinase ULK1,CHEMBL4747695,,CNc1nc(Nc2cnc3[nH]ccc3c2)ncc1C(F)(F)F,7.47,IC50,,,ChEMBL_API
Hepcidin,CHEMBL3989381,Hepcidin,CHEMBL5181536,,COC(=O)N1C[C@@H](C)N(c2ncc3[nH]nc(-c4ccc(N5CCN(C)CC5)cc4)c3n2)[C@@H](C)C1,7.47,IC50,,,ChEMBL_API
IL6,CHEMBL1795129,Interleukin-6,CHEMBL5984906,,CC[C@@H](O)COc1ccc(-c2ccc3c(c2COc2cc(F)ccc2C)N(C)C(=O)C(C)(C)N3)c(OC)c1,7.47,IC50,,,ChEMBL_API
NLRP3,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",CHEMBL4640151,,O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)c1ccccc1,7.46,IC50,,,ChEMBL_API
TNF,CHEMBL1825,Tumor necrosis factor,CHEMBL336001,,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCn3ccnc3)c3ccccc23)cc1,7.44,EC50,,,ChEMBL_API
NLRP3,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",CHEMBL4636825,,N#CN=S(=O)(NC(=O)Nc1c2c(cc3c1CCC3)CCC2)c1cccnc1,7.44,IC50,,,ChEMBL_API
NLRP3,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",CHEMBL4780624,,CCOC(=O)[C@@H](Cc1ncccn1)NC(=O)Nc1c2c(cc3c1CCC3)CCC2,7.44,IC50,,,ChEMBL_API
iNOS,CHEMBL4481,"Nitric oxide synthase, inducible",CHEMBL447183,,N#Cc1ccc(C(=O)N2CCC3(CC2)N=C(N)c2c(F)ccc(F)c2N3)cn1,7.43,IC50,,,ChEMBL_API
TNF,CHEMBL1825,Tumor necrosis factor,CHEMBL1705002,,COC(=O)CC1=NN(c2nc3ccccc3s2)C(=O)/C1=C(/C)Nc1ccc(Cl)cc1,7.43,IC50,,,ChEMBL_API
TNF,CHEMBL1825,Tumor necrosis factor,CHEMBL1732490,,COC(=O)CC1=NN(c2nc3ccccc3s2)C(=O)/C1=C(/C)Nc1ccccc1,7.43,IC50,,,ChEMBL_API
iNOS,CHEMBL4481,"Nitric oxide synthase, inducible",CHEMBL173505,,CSCCOC(=O)N1CCC2(CC1)N=C(N)c1c(F)cccc1N2,7.41,IC50,,,ChEMBL_API
MTOR,CHEMBL2842,Serine/threonine-protein kinase mTOR,CHEMBL428496,WORTMANNIN,COC[C@H]1OC(=O)c2coc3c2[C@@]1(C)C1=C(C3=O)[C@@H]2CCC(=O)[C@@]2(C)C[C@H]1OC(C)=O,7.40,IC50,,,ChEMBL_API
iNOS,CHEMBL4481,"Nitric oxide synthase, inducible",CHEMBL8292,,C#CC1Cc2ccsc2C(N)=N1,7.40,IC50,,,ChEMBL_API
ULK1,CHEMBL6006,Serine/threonine-protein kinase ULK1,CHEMBL4176003,,NC1CCCC(C(=O)Nc2ccc3[nH]nc(Nc4cccc5ncccc45)c3c2)C1,7.40,IC50,,,ChEMBL_API
ULK1,CHEMBL6006,Serine/threonine-protein kinase ULK1,CHEMBL4787833,,FC(F)(F)c1cnc(Nc2ccnnc2)nc1NC1CC1,7.40,IC50,,,ChEMBL_API
IL1B,CHEMBL1909490,Interleukin-1 beta,CHEMBL5567461,,O=C(O)c1cc(NCc2ccccc2OCCOCCOCCOc2ccccc2CNc2cc(C(=O)O)cc(-c3ccnc4ccccc34)c2)cc(-c2ccnc3ccccc23)c1,7.40,Kd,,,ChEMBL_API
IL6,CHEMBL1795129,Interleukin-6,CHEMBL5861098,,CCCCOc1nc(N)c2nc(O)n(Cc3ccc4c(c3)Sc3cc(CNC5COC5)ccc3N4C)c2n1,7.40,EC50,,,ChEMBL_API
ULK1,CHEMBL6006,Serine/threonine-protein kinase ULK1,CHEMBL4210617,,O=C(Nc1ccc(F)cc1F)[C@H](NCCc1ccc(F)cc1)c1ccccc1,7.39,EC50,,,ChEMBL_API
TNF,CHEMBL1825,Tumor necrosis factor,CHEMBL143373,,COc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cn1,7.38,EC50,,,ChEMBL_API
ULK1,CHEMBL6006,Serine/threonine-protein kinase ULK1,CHEMBL4777354,,FC1(F)Oc2ccc(Nc3ncc(C(F)(F)F)c(NC4CC4)n3)cc2O1,7.38,IC50,,,ChEMBL_API
IL6,CHEMBL1795129,Interleukin-6,CHEMBL6046238,,CCCCOc1nc(N)c2nc(O)n(Cc3ccc(Oc4cccc(CNCCCO)n4)cc3)c2n1,7.36,EC50,,,ChEMBL_API
iNOS,CHEMBL4481,"Nitric oxide synthase, inducible",CHEMBL59925,,Cc1cc(C)nc(N)c1,7.35,IC50,,,ChEMBL_API
ULK1,CHEMBL6006,Serine/threonine-protein kinase ULK1,CHEMBL4127042,,CN1CCc2cc(Nc3ncc(C4CC4)c(NCCCNC(=N)C4CCC4)n3)ccc2C1,7.35,IC50,,,ChEMBL_API
ULK1,CHEMBL6006,Serine/threonine-protein kinase ULK1,CHEMBL4170480,,N[C@H]1CCC[C@@H](C(=O)Nc2ccc3[nH]nc(Nc4cccc5ccccc45)c3c2)C1,7.35,IC50,,,ChEMBL_API
iNOS,CHEMBL4481,"Nitric oxide synthase, inducible",CHEMBL292507,,CCCCc1cc(C)cc(N)n1,7.34,IC50,,,ChEMBL_API
MTOR,CHEMBL2842,Serine/threonine-protein kinase mTOR,CHEMBL562165,,CCOC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5ccccc5)CC4)c3n2)cc1,7.34,IC50,,,ChEMBL_API
TNF,CHEMBL1825,Tumor necrosis factor,CHEMBL1597561,,Cc1cc(C(=O)COC(=O)c2ccccc2Br)c(C)n1CC1CCCO1,7.34,IC50,,,ChEMBL_API
IL1B,CHEMBL1909490,Interleukin-1 beta,CHEMBL43452,POMALIDOMIDE,Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,7.33,IC50,4.0,2013.0,ChEMBL_API
iNOS,CHEMBL4481,"Nitric oxide synthase, inducible",CHEMBL366978,,CCOC(=O)N1CCC2(CC1)N=C(N)c1c(Cl)cccc1N2,7.33,IC50,,,ChEMBL_API
IL6,CHEMBL1795129,Interleukin-6,CHEMBL5907906,,CCCCOc1nc(N)c2nc(O)n(Cc3ccc4c(c3)Sc3cc(CNC)ccc3N4C)c2n1,7.32,EC50,,,ChEMBL_API
iNOS,CHEMBL4481,"Nitric oxide synthase, inducible",CHEMBL174310,,N#Cc1ccc(C(=O)N2CCC3(CC2)N=C(N)c2c(F)ccc(F)c2N3)cc1,7.32,IC50,,,ChEMBL_API
TNF,CHEMBL1825,Tumor necrosis factor,CHEMBL72511,,CNC(=O)[C@@H](NC(=O)[C@H](c1ccc(OC)cc1)[C@H](CO)C(=O)NO)C(C)(C)C,7.32,IC50,,,ChEMBL_API
NLRP3,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",CHEMBL5207889,,CN(C)c1ccc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)c2nsnc12,7.31,IC50,,,ChEMBL_API
MTOR,CHEMBL2842,Serine/threonine-protein kinase mTOR,CHEMBL572956,,CC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4cccc(O)c4)nc32)CC1,7.31,IC50,,,ChEMBL_API
iNOS,CHEMBL4481,"Nitric oxide synthase, inducible",CHEMBL72316,,C=CCC1CC(C)=CC(N)=N1,7.30,IC50,,,ChEMBL_API
TNF,CHEMBL1825,Tumor necrosis factor,CHEMBL142115,,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CC[S+]([O-])CC3)c3ccccc23)cc1,7.30,EC50,,,ChEMBL_API
iNOS,CHEMBL4481,"Nitric oxide synthase, inducible",CHEMBL354516,,NC1=NC(c2ccc(F)cc2)Nc2cccc(F)c21,7.30,IC50,,,ChEMBL_API
ULK1,CHEMBL6006,Serine/threonine-protein kinase ULK1,CHEMBL4755602,,Oc1ccccc1Nc1ncc(C(F)(F)F)c(NC2CC2)n1,7.30,IC50,,,ChEMBL_API
iNOS,CHEMBL4481,"Nitric oxide synthase, inducible",CHEMBL8365,,NC1=NC(C2CC2)Cc2ccsc21,7.29,IC50,,,ChEMBL_API
ULK1,CHEMBL6006,Serine/threonine-protein kinase ULK1,CHEMBL1908397,KW-2449,O=C(c1ccc(/C=C/c2n[nH]c3ccccc23)cc1)N1CCNCC1,7.28,Kd,1.0,,ChEMBL_API
iNOS,CHEMBL4481,"Nitric oxide synthase, inducible",CHEMBL112866,,COc1ccnc(NC2CCN(C(=O)c3ccc(Cl)cc3)CC2)c1,7.28,IC50,,,ChEMBL_API
IL1B,CHEMBL1909490,Interleukin-1 beta,CHEMBL3989934,AVADOMIDE,Cc1nc2cccc(N)c2c(=O)n1C1CCC(=O)NC1=O,7.27,IC50,2.0,,ChEMBL_API
IL1B,CHEMBL1909490,Interleukin-1 beta,CHEMBL5924481,,O=C(NCC1(O)CCCC(F)(F)C1)c1cn(CC2CCN2)c2cccc(Cl)c12,7.26,IC50,,,ChEMBL_API
IL1B,CHEMBL1909490,Interleukin-1 beta,CHEMBL5997838,,C[C@@H]1CCC[C@](O)(CNC(=O)c2cn(C3CCOC3)c3cccc(Cl)c23)C1,7.26,IC50,,,ChEMBL_API
IL1B,CHEMBL1909490,Interleukin-1 beta,CHEMBL5832008,,O=C(NCC1CCC(F)(F)CC1)c1cn(CCC(F)(F)F)c2cccc(Cl)c12,7.26,IC50,,,ChEMBL_API
IL1B,CHEMBL1909490,Interleukin-1 beta,CHEMBL5765407,,O=C(NCC1(O)CCCC(F)(F)C1)c1cn(C2CCNC2)c2cccc(Cl)c12,7.26,IC50,,,ChEMBL_API
IL1B,CHEMBL1909490,Interleukin-1 beta,CHEMBL5758066,,CC(C)(C)OC(=O)N1CCC(n2cc(C(=O)NCC3CCC(F)(F)CC3)c3c(Cl)cccc32)C1,7.26,IC50,,,ChEMBL_API
ULK1,CHEMBL6006,Serine/threonine-protein kinase ULK1,CHEMBL522892,DOVITINIB,CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1,7.26,Kd,3.0,,ChEMBL_API
IL1B,CHEMBL1909490,Interleukin-1 beta,CHEMBL5937590,,CC(C)(C)OC(=O)N1CC[C@H]1Cn1cc(C(=O)NCC2CCC(F)(F)CC2)c2c(Cl)cccc21,7.26,IC50,,,ChEMBL_API
IL1B,CHEMBL1909490,Interleukin-1 beta,CHEMBL5902892,,O=C(NCC1CCC(F)(F)CC1)c1cn(C[C@H]2CCCO2)c2cccc(Cl)c12,7.26,IC50,,,ChEMBL_API
IL1B,CHEMBL1909490,Interleukin-1 beta,CHEMBL5423676,,C[C@H]1CCC[C@@](O)(CNC(=O)c2cn(CCC(F)F)c3cccc(Cl)c23)C1,7.26,IC50,,,ChEMBL_API
IL1B,CHEMBL1909490,Interleukin-1 beta,CHEMBL5871740,,O=C(NCC1(O)CCCC(F)(F)C1)c1cn(CC2CCCO2)c2cccc(Cl)c12,7.26,IC50,,,ChEMBL_API
IL1B,CHEMBL1909490,Interleukin-1 beta,CHEMBL5894375,,O=C(NCC1(O)CCCC(F)(F)C1)c1cn(CC2CNC2)c2cccc(Cl)c12,7.26,IC50,,,ChEMBL_API
IL1B,CHEMBL1909490,Interleukin-1 beta,CHEMBL5762427,,O=C1NC[C@H](Cn2cc(C(=O)NCC3CCC(F)(F)CC3)c3c(Cl)cccc32)O1,7.26,IC50,,,ChEMBL_API
IL1B,CHEMBL1909490,Interleukin-1 beta,CHEMBL5409468,,COCCn1cc(C(=O)NC[C@@]2(O)CCCC(F)(F)C2)c2c(Cl)cccc21,7.26,IC50,,,ChEMBL_API
IL1B,CHEMBL1909490,Interleukin-1 beta,CHEMBL5841687,,C[C@H]1CCC[C@@](O)(CNC(=O)c2cn(CC(F)(F)F)c3cccc(Cl)c23)C1,7.26,IC50,,,ChEMBL_API
IL1B,CHEMBL1909490,Interleukin-1 beta,CHEMBL6042295,,O=C(NCC1CCC(F)(F)CC1)c1cn(C[C@@H]2CCCO2)c2cccc(Cl)c12,7.26,IC50,,,ChEMBL_API
IL1B,CHEMBL1909490,Interleukin-1 beta,CHEMBL5998359,,O=C(NCC1(O)CCCC(F)(F)C1)c1cn(C[C@H]2CCCO2)c2cccc(Cl)c12,7.26,IC50,,,ChEMBL_API
IL1B,CHEMBL1909490,Interleukin-1 beta,CHEMBL5876647,,O=C(NC[C@]1(O)CCCC(F)(F)C1)c1cn(C[C@@H]2CCCO2)c2cccc(Cl)c12,7.26,IC50,,,ChEMBL_API
IL1B,CHEMBL1909490,Interleukin-1 beta,CHEMBL5809536,,O=C(NCC1(O)CCC(F)(F)CC1)c1cn(C[C@H]2CCCO2)c2cccc(Cl)c12,7.26,IC50,,,ChEMBL_API
IL1B,CHEMBL1909490,Interleukin-1 beta,CHEMBL5757859,,C[C@H]1CCC[C@@](O)(CNC(=O)c2cn(CC3CCCO3)c3cccc(Cl)c23)C1,7.26,IC50,,,ChEMBL_API
IL1B,CHEMBL1909490,Interleukin-1 beta,CHEMBL6037743,,O=C(NCC1CCC(F)(F)CC1)c1cn(C2COC2)c2cccc(Cl)c12,7.26,IC50,,,ChEMBL_API
IL1B,CHEMBL1909490,Interleukin-1 beta,CHEMBL5753576,,O=C(NCC1CCCC2(CC2)C1)c1cn(C2COC2)c2cccc(Cl)c12,7.26,IC50,,,ChEMBL_API
IL1B,CHEMBL1909490,Interleukin-1 beta,CHEMBL6000345,,CC(C)(C)OC(=O)N1CC(n2cc(C(=O)NCC3(O)CCC(F)(F)CC3)c3c(Cl)cccc32)C1,7.26,IC50,,,ChEMBL_API
IL1B,CHEMBL1909490,Interleukin-1 beta,CHEMBL5767112,,O=C(NCC1CCC(F)(F)CC1)c1cn(CC2CCO2)c2cccc(Cl)c12,7.26,IC50,,,ChEMBL_API
IL1B,CHEMBL1909490,Interleukin-1 beta,CHEMBL6012386,,COCCn1cc(C(=O)NCC2(O)CCCC(F)(F)C2)c2c(Cl)cccc21,7.26,IC50,,,ChEMBL_API
IL1B,CHEMBL1909490,Interleukin-1 beta,CHEMBL6057765,,COCCn1cc(C(=O)NCC2(O)CCC(F)(F)CC2)c2c(Cl)cccc21,7.26,IC50,,,ChEMBL_API
IL1B,CHEMBL1909490,Interleukin-1 beta,CHEMBL5757662,,O=C(NCC1C[C@@H]2CC[C@H]1C2)c1cn(C2COC2)c2cccc(Cl)c12,7.26,IC50,,,ChEMBL_API
IL1B,CHEMBL1909490,Interleukin-1 beta,CHEMBL6062378,,CC(NC(=O)c1cn(C2COC2)c2cccc(Cl)c12)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,7.26,IC50,,,ChEMBL_API
IL1B,CHEMBL1909490,Interleukin-1 beta,CHEMBL5815562,,CC1(C)CCCC(O)(CNC(=O)c2cn(C3COC3)c3cccc(Cl)c23)C1,7.26,IC50,,,ChEMBL_API
IL1B,CHEMBL1909490,Interleukin-1 beta,CHEMBL5781180,,O=C(NC[C@H]1CCCC(F)(F)C1)c1cn(C2COC2)c2cccc(Cl)c12,7.26,IC50,,,ChEMBL_API
IL1B,CHEMBL1909490,Interleukin-1 beta,CHEMBL5779303,,O=C(NCC[C@@H]1C[C@@H]2C=C[C@H]1C2)c1cn(C2COC2)c2cccc(Cl)c12,7.26,IC50,,,ChEMBL_API
IL1B,CHEMBL1909490,Interleukin-1 beta,CHEMBL5396952,,CC1CCCC(O)(CNC(=O)c2cn(C3COC3)c3cccc(Cl)c23)C1,7.26,IC50,,,ChEMBL_API
IL1B,CHEMBL1909490,Interleukin-1 beta,CHEMBL5844756,,O=C(NCC1CC(C(F)(F)F)CC(F)(F)C1)c1cn(CC2CCCO2)c2cccc(Cl)c12,7.26,IC50,,,ChEMBL_API
IL1B,CHEMBL1909490,Interleukin-1 beta,CHEMBL5911749,,O=C(NC[C@]1(O)CCCC(F)(F)C1)c1cn(C2COC2)c2cccc(Cl)c12,7.26,IC50,,,ChEMBL_API
IL1B,CHEMBL1909490,Interleukin-1 beta,CHEMBL5901222,,O=C(NCC1(O)CCCC(F)(F)C1)c1cn(C2COC2)c2cccc(Cl)c12,7.26,IC50,,,ChEMBL_API
ULK1,CHEMBL6006,Serine/threonine-protein kinase ULK1,CHEMBL4208925,,CN1CCN(CC(OC(=O)c2ccc3c(c2)OCO3)c2ccccc2)CC1,7.26,EC50,,,ChEMBL_API
IL1B,CHEMBL1909490,Interleukin-1 beta,CHEMBL5761765,,C[C@H]1CCC[C@@](O)(CNC(=O)c2cn(C3COC3)c3cccc(Cl)c23)C1,7.26,IC50,,,ChEMBL_API
IL1B,CHEMBL1909490,Interleukin-1 beta,CHEMBL5758438,,C[C@@H]1CCC[C@](O)(CNC(=O)c2cn(C3COC3)c3cccc(Cl)c23)C1,7.26,IC50,,,ChEMBL_API
IL1B,CHEMBL1909490,Interleukin-1 beta,CHEMBL6020157,,NCCn1cc(C(=O)NCC2CCC(F)(F)CC2)c2c(Cl)cccc21,7.26,IC50,,,ChEMBL_API
Hepcidin,CHEMBL3989381,Hepcidin,CHEMBL5186341,,COC(=O)N1C[C@@H](C)N(c2ncc3[nH]nc(-c4ccc(N5CCN(C)CC5)nc4)c3n2)[C@@H](C)C1,7.24,IC50,,,ChEMBL_API
iNOS,CHEMBL4481,"Nitric oxide synthase, inducible",CHEMBL61427,,Cc1ccnc(N)c1N,7.23,IC50,,,ChEMBL_API
IL6,CHEMBL1795129,Interleukin-6,CHEMBL3137316,FOSDAGROCORAT,Cc1ncccc1NC(=O)c1ccc2c(c1)CC[C@@H]1C[C@@](OP(=O)(O)O)(C(F)(F)F)CC[C@@]21Cc1ccccc1,7.22,IC50,2.0,,ChEMBL_API
